Rank	Name	NA_Sales	EU_Sales	JP_Sales	Other_Sales
3589	Tony Hawk: Shred	0.41	0.11	0	0.04
3590	Tony Hawk's Proving Ground	0.49	0.02	0	0.04
3591	WWE Raw 2	0.43	0.11	0	0.02
3592	Resident Evil 2	0.39	0.09	0.07	0.01
3593	Mega Man X2	0.09	0.02	0.45	0
3594	Manhunt 2	0.27	0.21	0	0.07
3595	Xenoblade Chronicles	0.26	0.14	0.12	0.04
3596	Fullmetal Alchemist and the Broken Angel	0.15	0.12	0.26	0.04
3597	Monster High: Ghoul Spirit	0.44	0.08	0	0.04
3598	Final Fantasy IV: The Complete Collection	0.13	0.09	0.27	0.06
3599	Frontlines: Fuel of War	0.34	0.15	0.01	0.05
3600	Lips: Number One Hits	0.15	0.35	0	0.07
3601	Hamtaro: Ham-Hams Unite!	0	0	0.56	0
3602	Batman Begins	0.27	0.21	0	0.07
3603	Viva Pinata: Pocket Paradise	0.27	0.23	0	0.06
3604	Dr. Seuss' The Cat in the Hat	0.27	0.21	0	0.07
3605	Barbie Groovy Games	0.4	0.15	0	0.01
3606	Yu-Gi-Oh! Reshef of Destruction	0.4	0.15	0	0.01
3607	Blinx: The Time Sweeper	0.39	0.15	0	0.02
3608	Madagascar: Escape 2 Africa	0.32	0.18	0	0.05
3609	Archer Maclean's Mercury	0.17	0.24	0	0.14
3610	ESPN NFL Football	0.27	0.21	0	0.07
3611	Fatal Fury Special	0	0	0.56	0
3612	Catz	0.49	0.02	0	0.04
3613	Major League Baseball 2K5	0.52	0.02	0	0.02
3614	DS Bimoji Training	0	0	0.56	0
3615	WWE 2K15	0.28	0.23	0	0.04
3616	Petz Catz Clan	0.48	0.04	0	0.04
3617	Soul Sacrifice	0.18	0.09	0.22	0.06
3618	G-Force	0.27	0.23	0	0.06
3619	Tiger Woods PGA Tour 11	0.24	0.26	0	0.06
3620	Soldier of Fortune: Gold Edition	0.27	0.21	0	0.07
3621	Rune Factory: A Fantasy Harvest Moon	0.37	0.02	0.14	0.03
3622	Monster Jam: Path of Destruction	0.5	0.02	0	0.03
3623	Rapala Tournament Fishing!	0.51	0	0	0.04
3624	MX 2002 Featuring Ricky Carmichael	0.27	0.21	0	0.07
3625	Purr Pals	0.18	0.36	0	0.02
3626	NCAA Football 07	0.42	0.12	0	0.01
3627	God of War: Origins Collection	0.39	0.08	0.02	0.06
3628	MX vs. ATV: Alive	0.37	0.14	0	0.05
3629	Lunar: Silver Star Story Complete	0.27	0.18	0.06	0.04
3630	Dragon Ball: XenoVerse	0.15	0.2	0.14	0.07
3631	NBA Showtime: NBA on NBC	0.31	0.21	0	0.04
3632	ZhuZhu Pets 2: Featuring The Wild Bunch	0.41	0.11	0	0.04
3633	Dragon Age: Inquisition	0.35	0.16	0	0.05
3634	Soul Reaver 2	0.27	0.21	0	0.07
3635	Metal Gear Solid 3: Subsistence	0.34	0.01	0.15	0.06
3636	Sly Cooper: Thieves in Time	0.35	0.13	0	0.08
3637	The Godfather (old US sales)	0.42	0.11	0	0.02
3638	Daytona USA	0	0	0.55	0
3639	Harry Potter and the Deathly Hallows - Part 1	0.22	0.28	0	0.05
3640	Tiger Woods PGA Tour 13	0.24	0.22	0	0.09
3641	WWF Raw	0.4	0.13	0	0.02
3642	Shin Super Robot Taisen	0	0	0.52	0.04
3643	Jump Super Stars	0	0	0.55	0
3644	Legends of WrestleMania	0.3	0.17	0	0.07
3645	The Activision Decathlon	0.52	0.03	0	0.01
3646	Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~	0.31	0.21	0	0.04
3647	50 Classic Games	0.52	0	0	0.04
3648	Fighting Force 2	0.31	0.21	0	0.04
3649	Sakura Wars	0	0	0.55	0
3650	Yokai Sangokushi	0	0	0.55	0
3651	Extermination	0.21	0.16	0.12	0.05
3652	Batman: Vengeance	0.27	0.21	0	0.07
3653	Unit 13	0.29	0.15	0.04	0.07
3654	Tatsunoko vs. Capcom: Ultimate All-Stars	0.32	0.16	0.03	0.05
3655	TMNT	0.47	0.04	0	0.04
3656	F.E.A.R.	0.18	0.27	0	0.1
3657	Secret Agent Clank(US sales)	0.33	0.22	0	0
3658	Assassin's Creed: Unity	0.17	0.33	0	0.05
3659	Derby Stallion 04	0	0	0.55	0
3660	NBA 2K8	0.5	0.01	0	0.05
3661	Barbie Horse Adventures: Riding Camp	0.51	0	0	0.04
3662	CrossworDS	0.51	0	0	0.04
3663	Tony Hawk's Pro Skater 3	0.34	0.18	0	0.02
3664	Mega Man Zero	0.22	0.08	0.24	0.01
3665	Contender 2	0.31	0.21	0	0.04
3666	The Amazing Spider-Man 2 (2014)	0.2	0.25	0.02	0.09
3667	Star Wars: Dark Forces	0.31	0.21	0	0.04
3668	SD Gundam G Generation Zero	0	0	0.51	0.04
3669	Super Robot Taisen F	0	0	0.55	0
3670	Shrek 2	0.4	0.13	0	0.02
3671	Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!	0	0	0.55	0
3672	Time Crisis: Razing Storm	0.18	0.21	0.07	0.08
3673	SpongeBob SquarePants: SuperSponge	0.39	0.15	0	0.01
3674	Super Robot Taisen F Kanketsuhen	0	0	0.55	0
3675	Enslaved: Odyssey to the West	0.3	0.19	0	0.05
3676	Rune Factory 4	0.31	0	0.21	0.03
3677	Summer Sports: Paradise Island	0.49	0.02	0	0.04
3678	Tak and the Power of Juju	0.39	0.15	0	0.01
3679	Dynasty Warriors: Gundam 3	0.11	0.05	0.36	0.02
3680	Mortal Kombat 3	0.29	0.2	0.02	0.04
3681	Turok: Evolution	0.39	0.14	0	0.02
3682	Jak X: Combat Racing	0.45	0.02	0	0.07
3683	Metro 2033	0.22	0.24	0.03	0.05
3684	Are You Smarter than a 5th Grader? Make the Grade	0.51	0	0	0.04
3685	American Idol	0.27	0.21	0	0.07
3686	Top Gun: Fire at Will!	0.3	0.21	0	0.04
3687	Red Dead Revolver	0.4	0.12	0	0.02
3688	Dragon Ball Z: Shin Budokai	0.26	0.08	0.13	0.07
3689	LEGO The Hobbit	0.12	0.32	0	0.1
3690	Iron Man	0.36	0	0	0.19
3691	SingStar Summer Party	0	0.06	0	0.48
3692	Tiger Woods PGA Tour 08	0.49	0.02	0	0.04
3693	NBA Live 10	0.46	0.03	0.01	0.05
3694	The SpongeBob SquarePants Movie	0.4	0.12	0	0.02
3695	FIFA Soccer 07	0.16	0.35	0	0.04
3696	Gekikuukan Pro Yakyuu: At the End of the Century 1999	0	0	0.54	0
3697	Medarot 2: Kabuto / Kuwagata Version	0	0	0.54	0
3698	Excite Truck	0.4	0.03	0.08	0.04
3699	Sacred 2: Fallen Angel	0.29	0.17	0.04	0.05
3700	System 3 presents Ferrari Challenge Trofeo Pirelli	0.07	0.4	0	0.07
3701	Dance Dance Revolution Ultramix	0.42	0.11	0	0.02
3702	ModNation Racers	0.11	0.27	0.02	0.14
3703	Crash Tag Team Racing	0.27	0.21	0	0.07
3704	Two Worlds II	0.4	0.08	0.03	0.04
3705	Sonic & All-Stars Racing Transformed	0.08	0.33	0.01	0.11
3706	Michael Jackson: The Experience	0.25	0.2	0	0.08
3707	Front Mission 4	0.14	0.11	0.25	0.04
3708	The Fairly Odd Parents: Breakin' Da Rules	0.39	0.14	0	0.01
3709	LEGO Dimensions	0.15	0.3	0	0.09
3710	Inazuma Eleven	0	0.14	0.38	0.02
3711	Ninokuni: Shikkoku no Madoushi	0	0	0.54	0
3712	Minecraft: Story Mode	0.29	0.21	0	0.05
3713	Resident Evil: Revelations 2	0.13	0.24	0.1	0.07
3714	Manhunt 2	0.25	0.23	0	0.06
3715	SRS: Street Racing Syndicate	0.26	0.21	0	0.07
3716	Despicable Me: The Game - Minion Mayhem	0.42	0.09	0	0.04
3717	Def Jam: Fight for NY	0.43	0.1	0	0.02
3718	Action Force	0.5	0.03	0	0.01
3719	Gauntlet Legends	0.43	0.1	0	0.01
3720	FIFA 99	0.11	0.39	0	0.03
3721	Kidou Senshi Gundam: Extreme VS	0	0	0.54	0
3722	Dragon Ball Z: Ultimate Tenkaichi	0.39	0.1	0.01	0.04
3723	Tales of Symphonia	0.21	0.13	0.13	0.06
3724	Bust A Groove	0.09	0.06	0.35	0.04
3725	Fire Emblem: Path of Radiance	0.29	0.08	0.16	0.01
3726	Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon	0	0	0.54	0
3727	Let's Draw!	0.24	0.23	0	0.06
3728	Pachi-Slot Aruze Oukoku 2	0	0	0.5	0.04
3729	NHL 14	0.4	0.1	0	0.04
3730	Valkyria Chronicles II	0.12	0.16	0.18	0.09
3731	Middle-Earth: Shadow of Mordor	0.28	0.21	0	0.05
3732	Madden NFL 13	0.51	0	0	0.03
3733	Rune Factory 2: A Fantasy Harvest Moon	0.33	0.03	0.15	0.03
3734	Terminator Salvation	0.13	0.29	0.01	0.11
3735	Cars 2	0.22	0.23	0	0.09
3736	Bratz: Rock Angelz	0.39	0.14	0	0.01
3737	How to Train Your Dragon	0.32	0.17	0	0.05
3738	SSX Tricky	0.42	0.11	0	0.01
3739	WWE SmackDown vs. Raw 2010	0.35	0.14	0	0.05
3740	Greg Hastings' Tournament Paintball	0.46	0.06	0	0.02
3741	Hello Kitty: Big City Dreams	0.42	0.08	0	0.04
3742	Star Fox Command	0.39	0.01	0.1	0.04
3743	World Soccer Winning Eleven 7 International (JP version)	0	0	0.54	0
3744	ESPN NBA Basketball	0.26	0.21	0	0.07
3745	Inazuma Eleven GO	0	0.05	0.48	0
3746	Over the Hedge	0.45	0.02	0	0.07
3747	Mat Hoffman's Pro BMX	0.3	0.2	0	0.04
3748	Lego Star Wars: The Force Awakens	0.14	0.32	0	0.08
3749	Epic Mickey 2: The Power of Two	0.32	0.17	0	0.04
3750	Popeye	0.5	0.03	0	0.01
3751	Magician's Quest: Mysterious Times	0.04	0.01	0.48	0
3752	The Hobbit	0.26	0.2	0	0.07
3753	War of the Monsters	0.26	0.2	0	0.07
3754	Tales of Symphonia: Dawn of the New World	0.22	0.05	0.24	0.03
3755	NBA Street Vol. 2	0.41	0.11	0	0.01
3756	The Incredible Hulk: Ultimate Destruction	0.26	0.2	0	0.07
3757	Star Wars Battlefront (2015)	0.13	0.37	0	0.04
3758	Sakura Taisen 2 - Kimi				
3759	Jewel Master Egypt	0.21	0.27	0	0.05
3760	Time Crisis II	0.26	0.2	0	0.07
3761	Clock Tower	0.07	0.05	0.38	0.03
3762	NCAA March Madness 06	0.45	0.02	0	0.07
3763	SpongeBob SquarePants featuring Nicktoons: Globs of Doom	0.49	0	0	0.04
3764	Jampack Volume 11	0.26	0.2	0	0.07
3765	Dragon's Crown	0.25	0.07	0.17	0.05
3766	Tactics Ogre: Let Us Cling Together	0.15	0.07	0.27	0.05
3767	Legacy of Kain: Defiance	0.26	0.2	0	0.07
3768	SpongeBob SquarePants: Game Boy Advance Video Volume 2	0.38	0.14	0	0.01
3769	NCAA March Madness 2005	0.44	0.02	0	0.07
3770	007 Racing	0.3	0.2	0	0.03
3771	Conflict: Vietnam	0.26	0.2	0	0.07
3772	2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe	0.4	0.11	0	0.02
3773	Mystery Dungeon: Shiren the Wanderer	0.18	0	0.33	0.02
3774	SimAnimals	0.26	0.21	0	0.06
3775	MLB SlugFest 20-04	0.26	0.2	0	0.07
3776	Gex 3: Deep Cover Gecko	0.3	0.2	0	0.03
3777	NASCAR 09	0.26	0.2	0	0.07
3778	Blitz: The League	0.4	0.11	0	0.02
3779	Jampack Vol. 2	0.3	0.2	0	0.03
3780	LEGO Jurassic World	0.28	0.19	0.02	0.04
3781	Sesame Street: Once Upon A Monster	0.39	0.1	0	0.04
3782	Virtual Soccer	0	0	0.53	0
3783	Romance of the Three Kingdoms IV: Wall of Fire	0	0	0.53	0
3784	Winning Post	0	0	0.53	0
3785	Peter Jackson's King Kong: The Official Game of the Movie	0.34	0.17	0	0.02
3786	SingStar Dance	0.09	0.32	0	0.12
3787	Kirby and the Rainbow Curse	0.23	0.14	0.12	0.04
3788	Burnout Revenge	0.32	0.19	0	0.01
3789	FIFA 12	0.12	0.26	0.02	0.14
3790	Medal of Honor: European Assault	0.32	0.19	0	0.02
3791	Batman: Arkham City	0.16	0.28	0	0.09
3792	Ty the Tasmanian Tiger 2: Bush Rescue	0.26	0.2	0	0.07
3793	The Lord of the Rings: The Fellowship of the Ring	0.31	0.19	0	0.03
3794	NBA 06	0.26	0.2	0	0.07
3795	Sonic & All-Stars Racing Transformed	0.2	0.27	0.02	0.05
3796	Spider-Man	0.43	0.09	0	0.01
3797	We Cheer	0.48	0	0	0.04
3798	Tom Clancy's Ghost Recon Advanced Warfighter 2	0.35	0.1	0	0.08
3799	X-Men Legends	0.41	0.11	0	0.01
3800	Alice in Wonderland	0.27	0.21	0	0.05
3801	Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team	0.5	0	0	0.03
3802	Front Mission 2	0	0	0.49	0.03
3803	Bulletstorm	0.23	0.2	0.01	0.08
3804	F.E.A.R. 2: Project Origin	0.32	0.15	0	0.05
3805	Tiger Woods PGA Tour 11	0.28	0.2	0	0.05
3806	Stuntman: Ignition	0.17	0.26	0	0.1
3807	Are You Smarter Than A 5th Grader?	0.48	0	0	0.04
3808	F1 2009	0.08	0.29	0	0.16
3809	Oni	0.26	0.2	0	0.07
3810	The Lord of the Rings: The Two Towers	0.41	0.11	0	0.01
3811	Juiced	0.26	0.2	0	0.07
3812	The Warriors	0.44	0.02	0	0.07
3813	Batman: Arkham Origins Blackgate	0.2	0.2	0	0.13
3814	J-League Soccer: Prime Goal 2	0	0	0.53	0
3815	Go Diego Go! Safari Rescue	0.48	0.01	0	0.04
3816	The Walking Dead: Survival Instinct	0.28	0.17	0	0.08
3817	Picross 3D	0.3	0.03	0.16	0.03
3818	Just Dance 2015	0.35	0.13	0	0.05
3819	Silent Hill: Origins	0.22	0.16	0.04	0.1
3820	NASCAR 2000	0.49	0.03	0	0
3821	Wayne Gretzky's 3D Hockey	0.49	0.03	0	0
3822	Pachi-Slot Aruze Oukoku 4	0	0	0.49	0.03
3823	Return to Castle Wolfenstein: Operation Resurrection	0.26	0.2	0	0.07
3824	Mario Tennis: Power Tour	0.24	0.09	0.19	0.01
3825	Seaman	0	0	0.52	0
3826	Guinness World Records: The Videogame	0.47	0.01	0	0.04
3827	The Grinch	0.29	0.2	0	0.03
3828	GT Pro Series	0.46	0.01	0.02	0.04
3829	Tales of Destiny	0	0	0.52	0
3830	Spectrobes: Beyond the Portals	0.37	0.11	0	0.04
3831	Classic Word Games	0.09	0.37	0	0.07
3832	Naruto Shippuden: Clash of Ninja Revolution 3	0.45	0.04	0	0.04
3833	Fight Night Round 3	0.46	0.02	0	0.05
3834	The Golden Compass	0.13	0	0	0.39
3835	Final Fantasy Chronicles	0.29	0.2	0	0.03
3836	NBA Live 08	0.47	0	0	0.04
3837	Syphon Filter 3	0.29	0.2	0	0.03
3838	Star Wars Battlefront: Elite Squadron	0.44	0.04	0	0.04
3839	Metal Gear Solid 2: Substance	0.18	0.14	0.16	0.05
3840	We Love Katamari	0.26	0.2	0	0.07
3841	NCAA Football 2003	0.39	0.11	0	0.02
3842	Way of the Samurai 3	0.18	0.08	0.22	0.04
3843	NBA Live 09	0.46	0	0.02	0.04
3844	DC Universe Online	0.35	0.12	0	0.06
3845	Ready 2 Rumble Boxing: Round 2	0.29	0.2	0	0.03
3846	Mega Man 6	0.28	0.07	0.16	0.01
3847	Mission: Impossible	0.29	0.2	0	0.03
3848	Final Fantasy Explorers	0.15	0.07	0.28	0.02
3849	Rival Schools: United By Fate	0.12	0.08	0.28	0.03
3850	Bully: Scholarship Edition	0.17	0.29	0	0.06
3851	IL-2 Sturmovik: Birds of Prey	0.23	0.24	0	0.05
3852	PlayStation All-Stars Battle Royale	0.26	0.15	0.01	0.1
3853	Ratatouille	0.09	0.32	0	0.11
3854	Cars Toon: Mater's Tall Tales	0.46	0.02	0	0.03
3855	Kung Fu Panda	0.21	0.21	0	0.09
3856	Swing Away Golf	0.17	0.13	0.18	0.04
3857	J-League Pro Soccer Club o Tsukurou! 3	0	0	0.52	0
3858	Tomb Raider: Legend	0.25	0.19	0.02	0.06
3859	Ratatouille	0.44	0.04	0	0.04
3860	Freedom Fighters	0.25	0.2	0	0.07
3861	Gun	0.38	0.12	0	0.02
3862	That's So Raven 2: Supernatural Style	0.37	0.14	0	0.01
3863	Lair	0.36	0.04	0.08	0.04
3864	Madden NFL 07	0.47	0	0.01	0.04
3865	The Punisher	0.25	0.2	0	0.07
3866	Front Mission 3	0.1	0.07	0.31	0.03
3867	Kenkou Ouen Recipe 1000: DS Kondate Zenshuu	0	0	0.52	0
3868	SSX On Tour	0.25	0.2	0	0.07
3869	Tony Hawk's Pro Skater 3	0.37	0.14	0	0.01
3870	Harry Potter and the Prisoner of Azkaban	0.37	0.14	0	0.01
3871	Petz: Hamsterz Life 2	0.48	0	0	0.04
3872	Omega Boost	0.17	0.11	0.2	0.03
3873	The Sims 2: Open for Business	0.46	0.05	0	0
3874	Iron Man	0.35	0.12	0	0.05
3875	NFL 2K3	0.38	0.11	0	0.02
3876	NBA Live 2002	0.29	0.19	0	0.03
3877	Jampack Winter 2002	0.25	0.2	0	0.07
3878	My Word Coach	0.46	0.02	0	0.04
3879	Way of the Samurai	0.13	0.1	0.25	0.03
3880	Dragon Age: Origins	0	0.46	0	0.06
3881	Naruto Shippuden: Ultimate Ninja Storm 3	0.29	0.17	0.01	0.04
3882	Fishing Derby	0.48	0.03	0	0.01
3883	Pac-Man Fever	0.25	0.2	0	0.07
3884	The LEGO Movie Videogame	0.34	0.13	0	0.04
3885	The 3rd Birthday	0.13	0.07	0.27	0.05
3886	Prince of Persia Trilogy	0.17	0.25	0	0.09
3887	International Track & Field	0.08	0.05	0.35	0.03
3888	100 All-Time Favorites	0.35	0.12	0	0.04
3889	HSX HyperSonic.Xtreme	0.25	0.2	0	0.07
3890	StarCraft II: Legacy of the Void	0.18	0.29	0	0.04
3891	Tiger Woods PGA Tour 13	0.29	0.18	0	0.04
3892	SoulCalibur: Broken Destiny	0.12	0.2	0.07	0.12
3893	The Saboteur	0.26	0.21	0	0.05
3894	Lords of the Fallen	0.17	0.23	0.02	0.09
3895	Pro Evolution Soccer 2010	0.12	0.27	0.06	0.05
3896	Goldeneye 007: Reloaded	0.25	0.21	0	0.05
3897	Jam With the Band	0	0	0.51	0
3898	Madden NFL 2004	0.4	0.1	0	0.01
3899	Jikkyou Powerful Pro Yakyuu 10	0	0	0.51	0
3900	Summoner	0.25	0.2	0	0.07
3901	Virtual Pool	0.28	0.19	0	0.03
3902	NBA Live 07	0.47	0	0	0.04
3903	Sega Bass Fishing	0.46	0.01	0	0.04
3904	Fire Emblem: Radiant Dawn	0.28	0.03	0.17	0.03
3905	Dynasty Warriors	0.18	0.01	0.3	0.02
3906	SpongeBob SquarePants: Lights				
3907	Dragon Ball: Raging Blast	0.36	0.09	0.02	0.04
3908	Rugrats: Scavenger Hunt	0.41	0.09	0	0.01
3909	Wrecking Crew	0	0	0.51	0
3910	International Superstar Soccer 2000 (All region sales)	0.01	0.26	0.22	0.02
3911	Major League Baseball 2K10	0.47	0	0	0.04
3912	Monsters vs. Aliens	0.33	0.13	0	0.05
3913	Transformers: War for Cybertron (XBox 360				
3914	SpongeBob SquarePants: Creature from the Krusty Krab	0.45	0.02	0	0.04
3915	Lost: Via Domus	0.19	0.23	0	0.09
3916	NBA Live 2004	0.44	0.04	0	0.02
3917	Dai-4-Ji Super Robot Taisen S	0	0	0.48	0.03
3918	Disney's Kim Possible: Revenge of Monkey Fist	0.37	0.14	0	0.01
3919	WWE SmackDown vs. RAW 2007	0.44	0.03	0	0.04
3920	Ace Combat Zero: The Belkan War	0.15	0.12	0.2	0.04
3921	R.U.S.E.	0.18	0.22	0.02	0.09
3922	Disgaea 3: Absence of Justice	0.32	0.04	0.11	0.04
3923	Test Drive Unlimited	0.08	0.28	0	0.15
3924	LEGO Dimensions	0.3	0.16	0	0.05
3925	Picross DS	0.17	0.02	0.3	0.02
3926	Final Fantasy II Anniversary Edition	0.36	0.03	0.07	0.04
3927	NHL 07	0.42	0.02	0	0.07
3928	Harry Potter and the Half-Blood Prince	0.18	0.21	0	0.12
3929	Quantum Break	0.27	0.19	0.01	0.04
3930	NBA 2K11	0.47	0.01	0	0.03
3931	World Championship Poker	0.37	0.11	0	0.02
3932	The BIGS	0.25	0.19	0	0.06
3933	Final Fantasy	0	0	0.51	0
3934	Burnout Revenge	0.42	0.05	0	0.04
3935	Rory McIlroy PGA Tour	0.18	0.24	0	0.08
3936	Euro Truck Simulator	0	0.42	0	0.09
3937	Dragon Ball Z: Supersonic Warriors	0.36	0.13	0	0.01
3938	Dishonored	0.26	0.19	0	0.06
3939	Paws & Claws: Dogs & Cats Best Friends	0.46	0.01	0	0.04
3940	NBA Ballers	0.37	0.11	0	0.02
3941	Silent Hill 4: The Room	0.25	0.19	0	0.06
3942	River Raid II	0.47	0.03	0	0.01
3943	Capcom Classics Collection	0.22	0.17	0.05	0.06
3944	Guitar Hero Live	0.29	0.17	0	0.05
3945	Wolfenstein: The New Order	0.14	0.25	0.02	0.09
3946	Monopoly Party	0.25	0.19	0	0.06
3947	Hidden Mysteries: Titanic - Secrets of the Fateful Voyage	0.12	0.33	0	0.06
3948	NHL FaceOff 98	0.28	0.19	0	0.03
3949	The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies	0.36	0.13	0	0.01
3950	F1 2012	0.1	0.35	0	0.06
3951	NHL 09	0.45	0.01	0	0.04
3952	Sonic Riders	0.42	0.02	0	0.07
3953	Looney Tunes: Back in Action	0.25	0.19	0	0.06
3954	Wet	0.23	0.21	0.01	0.05
3955	Midnight Magic	0.47	0.03	0	0.01
3956	Alice: Madness Returns	0.27	0.15	0.04	0.04
3957	Pro Evolution Soccer 2012	0.1	0.34	0	0.07
3958	Tiger Woods PGA Tour 07	0.31	0.12	0	0.07
3959	Midnight Club II	0.42	0.06	0	0.02
3960	Atelier Rorona: Alchemist of Arland	0.22	0.12	0.11	0.05
3961	Monster Hunter Freedom 2	0	0	0.5	0
3962	Dragon Ball Z: Supersonic Warriors 2	0.14	0.02	0.32	0.02
3963	Avatar: The Last Airbender	0.39	0.1	0	0.01
3964	Blue's Clues: Blue's Big Musical	0.28	0.19	0	0.03
3965	The Mummy Returns	0.25	0.19	0	0.06
3966	Hitman: Blood Money	0.25	0.19	0	0.06
3967	Disney Sing It	0.25	0.19	0	0.06
3968	Chopper Command	0.47	0.03	0	0.01
3969	Activision Anthology	0.25	0.19	0	0.06
3970	Crash: Mind Over Mutant	0.25	0.19	0	0.06
3971	WWE 2K16	0.27	0.19	0	0.04
3972	LEGO The Hobbit	0.2	0.26	0	0.04
3973	Babysitting Mama	0.34	0.12	0	0.04
3974	Boogie	0.43	0.03	0	0.04
3975	Theatrhythm: Final Fantasy	0.22	0.07	0.18	0.02
3976	Bleach: Soul Resurreccion	0.27	0.11	0.07	0.05
3977	Madden NFL 07	0.46	0	0	0.04
3978	Rugrats in Paris: The Movie	0.4	0.09	0	0.01
3979	Dance Dance Revolution Universe 2	0.46	0.01	0	0.04
3980	Star Wars: Jedi Starfighter	0.24	0.19	0	0.06
3981	Tactics Ogre: The Knight of Lodis	0.13	0.05	0.31	0.01
3982	Fortune Street	0.27	0.04	0.17	0.02
3983	Super Robot Taisen MX	0	0	0.5	0
3984	Alice in Wonderland	0.27	0.18	0	0.05
3985	NBA Street Homecourt	0.45	0.01	0	0.04
3986	Spider-Man 2	0.41	0.02	0.03	0.04
3987	Bases Loaded '96: Double Header	0.28	0.19	0	0.03
3988	Dead or Alive Ultimate	0.3	0.1	0.08	0.02
3989	RPG Maker	0.11	0.07	0.29	0.03
3990	FIFA 14	0.11	0.25	0.01	0.13
3991	Star Wars: Clone Wars	0.24	0.19	0	0.06
3992	The Saboteur	0.2	0.22	0	0.08
3993	The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies	0.24	0.19	0	0.06
3994	Metal Gear Rising: Revengeance	0.29	0.16	0	0.04
3995	Madden NFL 11	0.41	0.02	0	0.07
3996	Major League Baseball 2K12	0.47	0	0	0.03
3997	Alien: Isolation	0.22	0.24	0	0.04
3998	The Price is Right	0.46	0	0	0.04
3999	Monster Hunter	0.11	0.08	0.28	0.03
4000	Cars 2	0.28	0.17	0	0.05
4001	Dreamworks Madagascar Kartz	0.29	0.16	0	0.05
4002	Tony Hawk's Underground 2	0.38	0.1	0	0.01
4003	SplashDown: Rides Gone Wild	0.24	0.19	0	0.06
4004	Super Famista 5	0	0	0.5	0
4005	Dynasty Warriors: Gundam 2	0.09	0.07	0.32	0.03
4006	Shrek SuperSlam	0.24	0.19	0	0.06
4007	Rayman Advance	0.36	0.13	0	0.01
4008	Super Robot Taisen Z	0	0	0.5	0
4009	PoPoLoCrois Monogatari	0	0	0.46	0.03
4010	Tomb Raider: Anniversary	0.41	0.02	0	0.07
4011	Fantastic 4	0.41	0.01	0	0.07
4012	Epic Mickey 2: The Power of Two	0.21	0.2	0	0.08
4013	Men in Black II: Alien Escape	0.24	0.19	0	0.06
4014	The Evil Within	0.25	0.2	0.01	0.04
4015	RealSports Tennis	0.46	0.03	0	0.01
4016	Nicktoons: Attack of the Toybots	0.24	0.19	0	0.06
4017	Raiders of the Lost Ark	0.46	0.03	0	0.01
4018	Gauntlet	0.46	0.03	0	0.01
4019	Ridge Racer 3D	0.19	0.15	0.12	0.03
4020	Cars Mater-National Championship	0.46	0	0	0.04
4021	Ace Combat: Assault Horizon	0.3	0.12	0.03	0.04
4022	Resident Evil: The Mercenaries 3D	0.16	0.17	0.13	0.03
4023	Super Monkey Ball 3D	0.26	0.15	0.05	0.04
4024	Tony Hawk's Project 8	0.44	0.02	0	0.04
4025	Tony Hawk's Underground 2	0.35	0.13	0	0.01
4026	MotorStorm: Apocalypse	0.21	0.2	0	0.08
4027	Ice Hockey	0.46	0.03	0	0.01
4028	Dragon Quest Heroes: The World's Tree Woe and the Blight Below	0	0	0.49	0
4029	Lego Batman 3: Beyond Gotham	0.09	0.29	0	0.11
4030	The Matrix: Path of Neo	0.41	0.01	0	0.07
4031	Kane & Lynch 2: Dog Days	0.2	0.23	0.01	0.05
4032	Lollipop Chainsaw	0.31	0.13	0.02	0.04
4033	WWE Wrestlemania X8	0.38	0.1	0	0.01
4034	Sonic Lost World	0.24	0.15	0.07	0.03
4035	Power Rangers: Dino Thunder	0.35	0.13	0	0.01
4036	GoldenEye: Rogue Agent	0.34	0.13	0	0.02
4037	Ultimate I Spy	0.45	0	0	0.03
4038	SpongeBob SquarePants: Creature from the Krusty Krab	0.45	0	0	0.04
4039	The Sims	0.35	0.13	0	0.01
4040	Grandia III	0.12	0.1	0.24	0.03
4041	FIFA Soccer 09	0.12	0.31	0	0.06
4042	Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus	0	0	0.49	0
4043	Mario & Wario	0	0	0.49	0
4044	Scarface: The World is Yours	0.37	0.11	0	0.02
4045	Transformers: Revenge of the Fallen (XBox 360				
4046	Pokemon Art Academy	0.18	0.12	0.16	0.03
4047	FIFA Soccer 64	0.16	0.3	0	0.03
4048	Dragon Ball Z: Burst Limit	0.24	0.18	0.03	0.05
4049	Bakugan Battle Brawlers: Defenders of the Core	0.42	0.02	0.02	0.03
4050	Medal of Honor	0.2	0.23	0	0.07
4051	Doom 3 BFG Edition	0.28	0.17	0	0.04
4052	J-League Pro Soccer Club wo Tsukurou! 2	0	0	0.49	0
4053	Terraria	0.07	0.26	0.09	0.07
4054	Backyard Baseball	0.24	0.19	0	0.06
4055	WipEout Pulse	0	0.15	0	0.33
